"		156",광주,2022-11-01,11.8,18.1,24.4,6.8,-1.7,62,17
"		156",광주,2022-12-01,1.1,5.5,12.7,-2.6,-8,63,8
"		156",광주,2023-01-01,1.7,6.7,16.5,-2.5,-13.4,62,14
"		156",광주,2023-02-01,4.2,10.1,16.5,-0.5,-4.5,55,3
"		156",광주,2023-03-01,11.2,18.2,25.2,5.1,-2.3,47,1
"		156",광주,2023-04-01,14.7,20.8,28.4,9.4,2.8,64,1
"		156",광주,2023-05-01,19.4,25,32,14.9,7.4,74,15
"		156",광주,2023-06-01,23.4,28.8,34,19.5,16,80,30
"		156",광주,2023-07-01,26.3,30.3,34.7,23.4,21.3,94,52
"		156",광주,2023-08-01,27.3,32,35.7,24,19.8,90,44
"		156",광주,2023-09-01,23.8,28.3,32.8,20.4,15.1,88,42
"		156",광주,2023-10-01,16.6,22,24.7,12.2,7.3,76,24
"		156",광주,2023-11-01,9.9,14.9,27,5.4,-1.8,75,16
"		156",광주,2023-12-01,4.8,9,20.3,1.2,-9.6,83,35
"		143",대구,2020-01-01,3.8,8.4,15.7,0.1,-4.9,61,14
"		143",대구,2020-02-01,4.9,10.4,18.5,0.2,-7.5,59,16
"		143",대구,2020-03-01,9.5,15.8,25.4,3.6,-2.9,61,22
"		143",대구,2020-04-01,12.6,19,28,6.5,1.3,53,17
"		143",대구,2020-05-01,19.4,25.7,31.3,14,9.1,64,22
"		143",대구,2020-06-01,24.5,30.5,37,19.3,15,63,22
"		143",대구,2020-07-01,23.2,26.8,32.8,20.2,16.8,79,36
"		143",대구,2020-08-01,28.6,33.3,36.3,24.8,22.5,71,34
"		143",대구,2020-09-01,21.2,26,30.8,17.1,11.7,73,32
"		143",대구,2020-10-01,15.4,21.3,27.3,10.1,5.3,64,24
"		143",대구,2020-11-01,9.7,15.3,25.3,4.5,-0.8,59,18
"		143",대구,2020-12-01,1.6,7.2,12.6,-3.1,-10.3,54,18
"		143",대구,2021-01-01,0.5,5.9,16.1,-4.3,-13.6,58,19
"		143",대구,2021-02-01,4.8,11.1,24.4,-0.6,-8.5,59,26
"		143",대구,2021-03-01,10.2,16.1,23.9,4.7,-1.5,69,26
"		143",대구,2021-04-01,14.5,20.6,29.5,8.8,2.5,61,28
"		143",대구,2021-05-01,18.3,24.3,30.8,12.8,7.1,62,16
"		143",대구,2021-06-01,23.2,28.5,33.9,18.9,13.7,64,13
"		143",대구,2021-07-01,26.9,32.1,37.2,22.9,19.6,69,22
"		143",대구,2021-08-01,25.7,30.5,37,22.4,19.7,74,25
"		143",대구,2021-09-01,22.1,26.4,30.9,18.7,15.1,76,26
"		143",대구,2021-10-01,16.5,22.7,31.8,11.5,2,72,20
"		143",대구,2021-11-01,9.5,15.7,20.8,4.4,-2.2,64,17
"		143",대구,2021-12-01,3.1,8.9,14.9,-2.1,-10.8,57,17
"		143",대구,2022-01-01,0.9,6.8,12.8,-4.1,-8.8,47,13
"		143",대구,2022-02-01,1.6,7.4,15.1,-3.4,-9.3,44,15
"		143",대구,2022-03-01,9.7,15.9,23.3,3.8,-2.2,58,13
"		143",대구,2022-04-01,15.9,22.7,30.2,9.4,1.2,55,12
