개최기간,"광역
단체명",확진자,평균 기온,평균 습도,장소
May-24,10,8346,17.8,69,1
May-24,10,8346,17.8,69,1
May-24,11,31187,18,67,1
May-24,11,31187,18,67,1
May-24,11,31187,18,67,1
May-24,11,31187,18,67,1
May-24,12,17486,18.1,78,1
May-24,12,17486,18.1,78,1
May-24,12,17486,18.1,78,1
May-24,12,17486,18.1,78,1
May-24,12,17486,18.1,78,1
May-24,12,17486,18.1,78,1
May-24,12,17486,18.1,78,1
May-24,12,17486,18.1,78,1
May-24,12,17486,18.1,78,1
May-24,12,17486,18.1,78,1
May-24,12,17486,18.1,78,1
May-24,12,17486,18.1,78,1
May-24,12,17486,18.1,78,1
May-24,12,17486,18.1,78,1
May-24,12,17486,18.1,78,1
May-24,13,16516,18.1,71,1
May-24,13,16516,18.1,71,1
May-24,13,16516,18.1,71,0
May-24,13,16516,18.1,71,1
May-24,13,16516,18.1,71,1
May-24,13,16516,18.1,71,1
May-24,13,16516,18.1,71,1
May-24,13,16516,18.1,71,1
May-24,13,16516,18.1,71,1
May-24,14,7731,19.1,77,1
May-24,14,7731,19.1,77,1
May-24,14,7731,19.1,77,1
May-24,15,20107,18.1,70,1
May-24,15,20107,18.1,70,1
May-24,15,20107,18.1,70,1
May-24,15,20107,18.1,70,1
May-24,15,20107,18.1,70,1
May-24,15,20107,18.1,70,1
May-24,15,20107,18.1,70,1
May-24,15,20107,18.1,70,0
May-24,15,20107,18.1,70,1
May-24,15,20107,18.1,70,1
May-24,15,20107,18.1,70,1
May-24,15,20107,18.1,70,1
May-24,15,20107,18.1,70,1
May-24,16,16093,18,64,1
May-24,16,16093,18,64,1
May-24,16,16093,18,64,1
May-24,16,16093,18,64,1
May-24,16,16093,18,64,1
Jun-24,0,12002,21.5,72.5,1
Jun-24,0,12002,21.5,72.5,1
Jun-24,0,12002,21.5,72.5,1
Jun-24,0,12002,21.5,72.5,1
Jun-24,0,12002,21.5,72.5,1
Jun-24,0,12002,21.5,72.5,1
Jun-24,0,12002,21.5,72.5,1
Jun-24,0,12002,21.5,72.5,1
Jun-24,1,123445,22.4,76,1
Jun-24,1,123445,22.4,76,1
Jun-24,1,123445,22.4,76,1
Jun-24,1,123445,22.4,76,1
Jun-24,1,123445,22.4,76,1
Jun-24,2,33173,22.6,76,1
Jun-24,2,33173,22.6,76,1
Jun-24,2,33173,22.6,76,1
Jun-24,2,33173,22.6,76,0
Jun-24,2,33173,22.6,76,1
Jun-24,2,33173,22.6,76,1
Jun-24,3,21161,22.4,73,1
Jun-24,3,21161,22.4,73,1
Jun-24,3,21161,22.4,73,1
Jun-24,4,16142,23.4,80,1
Jun-24,5,21161,24,66,1
Jun-24,6,13030,23.6,65,1
Jun-24,7,43735,22.5,72,1
Jun-24,8,109613,23.4,73,0
Jun-24,8,109613,23.4,73,1
Jun-24,8,109613,23.4,73,1
Jun-24,10,12335,22.3,74,1
Jun-24,10,12335,22.3,74,1
Jun-24,10,12335,22.3,74,1
Jun-24,10,12335,22.3,74,1
Jun-24,11,26736,21.8,77,1
Jun-24,11,26736,21.8,77,1
Jun-24,12,15041,22.4,81,1
Jun-24,12,15041,22.4,81,1
Jun-24,12,15041,22.4,81,1
Jun-24,13,14349,22.4,75,1
Jun-24,13,14349,22.4,75,1
Jun-24,13,14349,22.4,75,0
Jun-24,13,14349,22.4,75,1
Jun-24,13,14349,22.4,75,1
Jun-24,13,14349,22.4,75,1
Jun-24,14,11471,23.4,76,1
Jun-24,14,11471,23.4,76,1
Jun-24,15,16544,22.6,74,1
Jun-24,15,16544,22.6,74,1
Jun-24,15,16544,22.6,74,1
Jun-24,15,16544,22.6,74,1
Jun-24,15,16544,22.6,74,1
Jun-24,16,12399,22.5,71,1
Jun-24,16,12399,22.5,71,1
Jul-24,0,25734,25.2,80,1
Jul-24,0,25734,25.2,80,1
Jul-24,0,25734,25.2,80,0
Jul-24,0,25734,25.2,80,1
Jul-24,0,25734,25.2,80,1
Jul-24,0,25734,25.2,80,1
Jul-24,0,25734,25.2,80,1
Jul-24,0,25734,25.2,80,1
Jul-24,0,25734,25.2,80,1
Jul-24,0,25734,25.2,80,1
Jul-24,0,25734,25.2,80,1
Jul-24,0,25734,25.2,80,1
Jul-24,0,25734,25.2,80,1
Jul-24,0,25734,25.2,80,1
Jul-24,0,25734,25.2,80,1
Jul-24,0,25734,25.2,80,1
Jul-24,0,25734,25.2,80,1
Jul-24,1,218452,25.8,85,1
Jul-24,1,218452,25.8,85,1
Jul-24,2,74589,25.5,85,1
Jul-24,2,74589,25.5,85,1
Jul-24,2,74589,25.5,85,1
Jul-24,2,74589,25.5,85,1
Jul-24,2,74589,25.5,85,1
Jul-24,2,74589,25.5,85,1
Jul-24,2,74589,25.5,85,1
Jul-24,2,74589,25.5,85,1
Jul-24,3,49690,25.3,84,1
Jul-24,3,49690,25.3,84,1
Jul-24,3,49690,25.3,84,1
Jul-24,3,49690,25.3,84,1
Jul-24,3,49690,25.3,84,1
Jul-24,3,49690,25.3,84,1
Jul-24,3,49690,25.3,84,1
Jul-24,5,49690,26.7,78,1
Jul-24,7,92765,25.5,81,1
Jul-24,7,92765,25.5,81,1
Jul-24,8,184166,26.7,81,0
Jul-24,8,184166,26.7,81,1
Jul-24,9,6380,25.6,85,1
Jul-24,10,27491,25.8,80,1
Jul-24,11,43600,25.7,84,1
Jul-24,11,43600,25.7,84,1
Jul-24,11,43600,25.7,84,1
Jul-24,12,40179,25.6,91,1
Jul-24,12,40179,25.6,91,1
Jul-24,12,40179,25.6,91,1
Jul-24,12,40179,25.6,91,1
Jul-24,12,40179,25.6,91,1
Jul-24,12,40179,25.6,91,1
Jul-24,12,40179,25.6,91,1
Jul-24,13,31739,25.7,85,1
Jul-24,13,31739,25.7,85,1
Jul-24,13,31739,25.7,85,1
Jul-24,13,31739,25.7,85,1
Jul-24,13,31739,25.7,85,1
Jul-24,13,31739,25.7,85,1
Jul-24,14,21084,28.1,75,1
Jul-24,14,21084,28.1,75,1
Jul-24,14,21084,28.1,75,1
Jul-24,14,21084,28.1,75,1
Jul-24,14,21084,28.1,75,1
Jul-24,14,21084,28.1,75,1
Jul-24,15,33818,25.6,87,1
Jul-24,15,33818,25.6,87,1
Jul-24,15,33818,25.6,87,1
Jul-24,15,33818,25.6,87,1
Jul-24,15,33818,25.6,87,1
Jul-24,15,33818,25.6,87,1
Jul-24,16,26383,25.4,84,1
Aug-24,0,39445,24.75,82,1
Aug-24,0,39445,24.75,82,1
Aug-24,0,39445,24.75,82,1
Aug-24,0,39445,24.75,82,1
Aug-24,0,39445,24.75,82,1
Aug-24,0,39445,24.75,82,1
Aug-24,0,39445,24.75,82,1
Aug-24,0,39445,24.75,82,1
Aug-24,0,39445,24.75,82,1
Aug-24,0,39445,24.75,82,1
Aug-24,0,39445,24.75,82,1
Aug-24,1,340980,26.4,81,1
Aug-24,1,340980,26.4,81,1
Aug-24,1,340980,26.4,81,1
Aug-24,1,340980,26.4,81,1
Aug-24,2,82978,27.1,80,1
Aug-24,2,82978,27.1,80,1
Aug-24,2,82978,27.1,80,1
Aug-24,2,82978,27.1,80,1
Aug-24,2,82978,27.1,80,1
Aug-24,2,82978,27.1,80,1
Aug-24,2,82978,27.1,80,1
Aug-24,3,66932,26.2,82,1
Aug-24,3,66932,26.2,82,1
Aug-24,3,66932,26.2,82,1
Aug-24,3,66932,26.2,82,1
Aug-24,4,45105,27.3,90,1
Aug-24,5,66932,27.5,76,1
Aug-24,6,44635,27,76,1
Aug-24,6,44635,27,76,1
Aug-24,7,87775,27.8,73,1
Aug-24,7,87775,27.8,73,1
Aug-24,8,253546,27.2,76,1
Aug-24,10,28272,26.5,80,1
Aug-24,10,28272,26.5,80,1
Aug-24,10,28272,26.5,80,1
Aug-24,11,77839,26.6,80,1
Aug-24,11,77839,26.6,80,1
Aug-24,12,49927,27.1,84,1
Aug-24,12,49927,27.1,84,1
Aug-24,12,49927,27.1,84,1
Aug-24,12,49927,27.1,84,1
Aug-24,12,49927,27.1,84,1
Aug-24,12,49927,27.1,84,1
Aug-24,12,49927,27.1,84,1
Aug-24,13,57791,26.6,81,1
Aug-24,13,57791,26.6,81,1
Aug-24,13,57791,26.6,81,1
Aug-24,13,57791,26.6,81,1
Aug-24,13,57791,26.6,81,1
Aug-24,13,57791,26.6,81,1
Aug-24,13,57791,26.6,81,1
Aug-24,14,15675,28.8,73,1
Aug-24,14,15675,28.8,73,1
Aug-24,14,15675,28.8,73,1
Aug-24,15,59021,26.6,81,1
Aug-24,15,59021,26.6,81,1
Aug-24,15,59021,26.6,81,1
Aug-24,15,59021,26.6,81,1
Aug-24,16,42834,26.2,80,1
Aug-24,16,42834,26.2,80,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,0
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,0,0,20.85,82,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,0
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,0
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,1,0,22.8,80,1
Sep-24,2,0,23.4,80,1
Sep-24,2,0,23.4,80,1
Sep-24,2,0,23.4,80,1
Sep-24,2,0,23.4,80,1
Sep-24,2,0,23.4,80,1
Sep-24,2,0,23.4,80,1
Sep-24,2,0,23.4,80,1
Sep-24,2,0,23.4,80,1
Sep-24,2,0,23.4,80,1
Sep-24,2,0,23.4,80,1
Sep-24,2,0,23.4,80,1
Sep-24,2,0,23.4,80,1
Sep-24,2,0,23.4,80,1
Sep-24,2,0,23.4,80,1
Sep-24,2,0,23.4,80,1
Sep-24,2,0,23.4,80,1
Sep-24,2,0,23.4,80,1
Sep-24,3,0,22.2,83,1
Sep-24,3,0,22.2,83,1
Sep-24,3,0,22.2,83,1
Sep-24,3,0,22.2,83,1
Sep-24,3,0,22.2,83,1
Sep-24,3,0,22.2,83,1
Sep-24,3,0,22.2,83,1
Sep-24,3,0,22.2,83,1
Sep-24,3,0,22.2,83,1
Sep-24,3,0,22.2,83,1
Sep-24,3,0,22.2,83,1
Sep-24,3,0,22.2,83,1
Sep-24,3,0,22.2,83,1
Sep-24,4,0,23.8,88,1
Sep-24,5,0,23.5,77,1
Sep-24,5,0,23.5,77,1
Sep-24,5,0,23.5,77,0
Sep-24,5,0,23.5,77,1
Sep-24,6,0,22.8,77,1
Sep-24,6,0,22.8,77,1
Sep-24,7,0,24.5,71,1
Sep-24,7,0,24.5,71,1
Sep-24,7,0,24.5,71,1
Sep-24,8,0,23.7,74,1
Sep-24,8,0,23.7,74,1
Sep-24,8,0,23.7,74,0
Sep-24,8,0,23.7,74,1
Sep-24,8,0,23.7,74,0
Sep-24,8,0,23.7,74,1
Sep-24,8,0,23.7,74,1
Sep-24,8,0,23.7,74,1
Sep-24,8,0,23.7,74,0
Sep-24,8,0,23.7,74,1
Sep-24,8,0,23.7,74,1
Sep-24,8,0,23.7,74,1
Sep-24,8,0,23.7,74,0
Sep-24,8,0,23.7,74,0
Sep-24,8,0,23.7,74,1
Sep-24,8,0,23.7,74,1
Sep-24,10,0,22.9,80,1
Sep-24,10,0,22.9,80,1
Sep-24,10,0,22.9,80,1
Sep-24,11,0,23.5,75,1
Sep-24,11,0,23.5,75,1
Sep-24,11,0,23.5,75,1
Sep-24,11,0,23.5,75,1
Sep-24,11,0,23.5,75,1
Sep-24,11,0,23.5,75,1
Sep-24,11,0,23.5,75,1
Sep-24,11,0,23.5,75,1
Sep-24,11,0,23.5,75,1
Sep-24,12,0,23.9,83,1
Sep-24,12,0,23.9,83,1
Sep-24,12,0,23.9,83,1
Sep-24,12,0,23.9,83,1
Sep-24,12,0,23.9,83,1
Sep-24,12,0,23.9,83,1
Sep-24,12,0,23.9,83,1
Sep-24,13,0,22.7,82,1
Sep-24,13,0,22.7,82,1
Sep-24,13,0,22.7,82,0
Sep-24,13,0,22.7,82,1
Sep-24,13,0,22.7,82,1
Sep-24,13,0,22.7,82,1
Sep-24,13,0,22.7,82,1
Sep-24,13,0,22.7,82,1
Sep-24,14,0,25.5,71,1
Sep-24,14,0,25.5,71,1
Sep-24,14,0,25.5,71,1
Sep-24,14,0,25.5,71,1
Sep-24,14,0,25.5,71,1
Sep-24,15,0,22.6,81,1
Sep-24,15,0,22.6,81,1
Sep-24,15,0,22.6,81,1
Sep-24,15,0,22.6,81,0
Sep-24,15,0,22.6,81,1
Sep-24,15,0,22.6,81,1
Sep-24,15,0,22.6,81,1
Sep-24,15,0,22.6,81,1
Sep-24,15,0,22.6,81,1
Sep-24,15,0,22.6,81,1
Sep-24,15,0,22.6,81,1
Sep-24,16,0,22,81,1
Sep-24,16,0,22,81,1
Sep-24,16,0,22,81,1
Sep-24,16,0,22,81,1
Sep-24,16,0,22,81,1
Sep-24,16,0,22,81,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,0
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,0,0,13.35,71,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,0
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,0
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,0
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,1,0,14.7,74,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,0
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,0
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,2,0,16,67,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,0
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,3,0,14.3,72,1
Oct-24,4,0,16.6,76,1
Oct-24,4,0,16.6,76,1
Oct-24,4,0,16.6,76,1
Oct-24,4,0,16.6,76,1
Oct-24,4,0,16.6,76,1
Oct-24,4,0,16.6,76,1
Oct-24,5,0,15.9,66,0
Oct-24,5,0,15.9,66,1
Oct-24,5,0,15.9,66,1
Oct-24,5,0,15.9,66,1
Oct-24,5,0,15.9,66,1
Oct-24,5,0,15.9,66,1
Oct-24,5,0,15.9,66,0
Oct-24,5,0,15.9,66,1
Oct-24,5,0,15.9,66,0
Oct-24,5,0,15.9,66,1
Oct-24,5,0,15.9,66,1
Oct-24,5,0,15.9,66,1
Oct-24,5,0,15.9,66,1
Oct-24,5,0,15.9,66,1
Oct-24,5,0,15.9,66,1
Oct-24,5,0,15.9,66,1
Oct-24,6,0,15,69,1
Oct-24,6,0,15,69,0
Oct-24,6,0,15,69,1
Oct-24,6,0,15,69,1
Oct-24,6,0,15,69,1
Oct-24,6,0,15,69,1
Oct-24,7,0,18.3,52,1
Oct-24,7,0,18.3,52,1
Oct-24,7,0,18.3,52,1
Oct-24,7,0,18.3,52,1
Oct-24,7,0,18.3,52,1
Oct-24,7,0,18.3,52,1
Oct-24,7,0,18.3,52,1
Oct-24,7,0,18.3,52,1
Oct-24,7,0,18.3,52,0
Oct-24,7,0,18.3,52,1
Oct-24,7,0,18.3,52,1
Oct-24,7,0,18.3,52,1
Oct-24,7,0,18.3,52,1
Oct-24,7,0,18.3,52,1
Oct-24,7,0,18.3,52,1
Oct-24,7,0,18.3,52,1
Oct-24,7,0,18.3,52,1
Oct-24,7,0,18.3,52,1
Oct-24,7,0,18.3,52,1
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,0
Oct-24,8,0,15.8,67,0
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,0
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,0
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,1
Oct-24,8,0,15.8,67,0
Oct-24,9,0,14.8,74,1
Oct-24,9,0,14.8,74,1
Oct-24,10,0,16.4,62,1
Oct-24,10,0,16.4,62,1
Oct-24,10,0,16.4,62,1
Oct-24,10,0,16.4,62,1
Oct-24,10,0,16.4,62,1
Oct-24,10,0,16.4,62,0
Oct-24,11,0,16.3,65,1
Oct-24,11,0,16.3,65,1
Oct-24,11,0,16.3,65,1
Oct-24,11,0,16.3,65,1
Oct-24,11,0,16.3,65,1
Oct-24,11,0,16.3,65,1
Oct-24,11,0,16.3,65,1
Oct-24,11,0,16.3,65,1
Oct-24,11,0,16.3,65,1
Oct-24,11,0,16.3,65,1
Oct-24,12,0,16.8,72,0
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,12,0,16.8,72,1
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,0
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,0
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,0
Oct-24,13,0,14.8,74,1
Oct-24,13,0,14.8,74,0
Oct-24,14,0,19.4,60,1
Oct-24,14,0,19.4,60,1
Oct-24,14,0,19.4,60,1
Oct-24,14,0,19.4,60,1
Oct-24,14,0,19.4,60,1
Oct-24,14,0,19.4,60,1
Oct-24,14,0,19.4,60,1
Oct-24,14,0,19.4,60,1
Oct-24,14,0,19.4,60,1
Oct-24,14,0,19.4,60,1
Oct-24,14,0,19.4,60,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,0
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,15,0,14.5,76,1
Oct-24,16,0,13.4,75,1
Oct-24,16,0,13.4,75,1
Oct-24,16,0,13.4,75,1
Oct-24,16,0,13.4,75,1
Oct-24,16,0,13.4,75,1
Oct-24,16,0,13.4,75,1
Oct-24,16,0,13.4,75,1
Oct-24,16,0,13.4,75,1
Oct-24,16,0,13.4,75,1
Oct-24,16,0,13.4,75,1
Oct-24,16,0,13.4,75,1
Nov-24,0,0,6.4,59,1
Nov-24,0,0,6.4,59,1
Nov-24,1,0,6.5,67,1
Nov-24,1,0,6.5,67,1
Nov-24,1,0,6.5,67,1
Nov-24,1,0,6.5,67,1
Nov-24,1,0,6.5,67,1
Nov-24,2,0,9.7,61,1
Nov-24,2,0,9.7,61,1
Nov-24,2,0,9.7,61,1
Nov-24,2,0,9.7,61,1
Nov-24,3,0,7.9,61,1
Nov-24,3,0,7.9,61,1
Nov-24,3,0,7.9,61,1
Nov-24,4,0,9.9,75,1
Nov-24,6,0,7.6,64,1
Nov-24,7,0,11.8,49,1
Nov-24,7,0,11.8,49,1
Nov-24,7,0,11.8,49,0
Nov-24,8,0,6.8,65,1
Nov-24,9,0,7.6,68,1
Nov-24,10,0,10.4,53,1
Nov-24,11,0,6.9,66,1
Nov-24,11,0,6.9,66,1
Nov-24,12,0,10.4,71,1
Nov-24,12,0,10.4,71,1
Nov-24,12,0,10.4,71,1
Nov-24,13,0,8.1,72,1
Nov-24,13,0,8.1,72,1
Nov-24,14,0,13.7,60,1
Nov-24,14,0,13.7,60,1
Nov-24,14,0,13.7,60,1
Nov-24,15,0,7.5,71,1
Nov-24,15,0,7.5,71,1
Nov-24,15,0,7.5,71,1
Nov-24,15,0,7.5,71,1
Nov-24,15,0,7.5,71,1
Nov-24,15,0,7.5,71,1
Nov-24,15,0,7.5,71,1
Nov-24,16,0,6.3,67,1
Dec-24,0,0,0,66.5,1
Dec-24,0,0,0,66.5,1
Dec-24,0,0,0,66.5,1
Dec-24,0,0,0,66.5,1
Dec-24,0,0,0,66.5,1
Dec-24,0,0,0,66.5,1
Dec-24,1,0,0.6,72,1
Dec-24,1,0,0.6,72,1
Dec-24,1,0,0.6,72,1
Dec-24,2,0,4.3,64,1
Dec-24,2,0,4.3,64,1
Dec-24,2,0,4.3,64,1
Dec-24,3,0,2.2,64,1
Dec-24,3,0,2.2,64,1
Dec-24,3,0,2.2,64,0
Dec-24,3,0,2.2,64,1
Dec-24,3,0,2.2,64,1
Dec-24,3,0,2.2,64,1
Dec-24,3,0,2.2,64,1
Dec-24,4,0,4.8,83,1
Dec-24,6,0,2.2,70,1
Dec-24,7,0,6.4,52,1
Dec-24,7,0,6.4,52,1
Dec-24,7,0,6.4,52,1
Dec-24,7,0,6.4,52,1
Dec-24,7,0,6.4,52,1
Dec-24,10,0,4.9,56,1
Dec-24,10,0,4.9,56,1
Dec-24,10,0,4.9,56,1
Dec-24,10,0,4.9,56,0
Dec-24,11,0,1.2,69,1
Dec-24,11,0,1.2,69,1
Dec-24,11,0,1.2,69,1
Dec-24,12,0,5.3,77,1
Dec-24,12,0,5.3,77,1
Dec-24,12,0,5.3,77,1
Dec-24,12,0,5.3,77,1
Dec-24,12,0,5.3,77,1
